disability_type,skills_one,skills_two,company,city,province,job_type,position,is_hearing_impairment,is_visual_impairment,is_physical_disability,is_all_types_of_disabilities,is_neurodiversity,is_mobility_impairment,is_speech_impairment,is_cognitive_disability,is_learning_disability
Physical Disability,Leadership,Java,Tech Solutions,Surabaya,Jawa Timur,Part-time,Graphic Designer,0,0,1,0,0,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),C++,Analytical skills,ByteBytes,Semarang,Jawa Tengah,Contract,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Teamwork,Python,XYZ Solutions,Bandung,Jawa Barat,Contract,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Time management,HTML,Global Ventures,Medan,Sumatera Utara,Full-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Analytical skills,C++,Innovate Systems,Semarang,Jawa Tengah,Contract,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Adaptability,PHP,Data Solutions,Bali,Bali,Part-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Critical thinking,Ruby on Rails,CodeCraft,Bandung,Jawa Barat,Contract,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Attention to detail,Python,TechGenius,Jakarta,Jakarta Raya,Part-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Communication skills,Microsoft Office,Innovation Hub,Jakarta,Jakarta Raya,Full-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Leadership,JavaScript,InfoTech,Surabaya,Jawa Timur,Part-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Time management,HTML,Design Co.,Medan,Sumatera Utara,Full-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Adaptability,Java,AppSolutions,Bali,Bali,Part-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Critical thinking,PHP,Coding Solutions,Bandung,Jawa Barat,Contract,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Attention to detail,Python,InfoLab,Jakarta,Jakarta Raya,Part-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Communication skills,Microsoft Excel,TechHub,Jakarta,Jakarta Raya,Full-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Time management,HTML,Innovative Solutions,Medan,Sumatera Utara,Full-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Analytical skills,C++,DataGenius,Semarang,Jawa Tengah,Contract,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Adaptability,PHP,InfoSolutions,Bali,Bali,Part-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Critical thinking,Ruby on Rails,WebWorks,Bandung,Jawa Barat,Contract,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Attention to detail,Python,TechConnect,Jakarta,Jakarta Raya,Part-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Communication skills,Microsoft Office,Innovative Solutions,Jakarta,Jakarta Raya,Full-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Leadership,JavaScript,ByteTech,Surabaya,Jawa Timur,Part-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Time management,HTML,DesignSolutions,Medan,Sumatera Utara,Full-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Adaptability,Java,TechSolutions,Bali,Bali,Part-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Critical thinking,PHP,CodingTech,Bandung,Jawa Barat,Contract,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Attention to detail,Python,InfoTech,Jakarta,Jakarta Raya,Part-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Communication skills,Microsoft Excel,TechCo,Jakarta,Jakarta Raya,Full-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Time management,HTML,WebTech,Medan,Sumatera Utara,Full-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Analytical skills,C++,ByteBytes,Semarang,Jawa Tengah,Contract,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Adaptability,PHP,CodeGenius,Bali,Bali,Part-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Critical thinking,Ruby on Rails,InfoLab,Bandung,Jawa Barat,Contract,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Attention to detail,Python,ByteTech,Jakarta,Jakarta Raya,Part-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Communication skills,Microsoft Excel,Innovation Hub,Jakarta,Jakarta Raya,Full-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Time management,HTML,WebWorks,Medan,Sumatera Utara,Full-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Critical thinking,Ruby on Rails,WebCraft,Bandung,Jawa Barat,Contract,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Analytical skills,C++,ByteBytes,Semarang,Jawa Tengah,Full-time,Data Scientist,0,0,0,0,1,0,0,0,0
Speech Impairment,C++,Analytical skills,ByteBytes,Semarang,Jawa Tengah,Contract,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Teamwork,Python,XYZ Solutions,Bandung,Jawa Barat,Contract,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Time management,HTML,Global Ventures,Medan,Sumatera Utara,Full-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Analytical skills,C++,Innovate Systems,Semarang,Jawa Tengah,Contract,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Adaptability,PHP,Data Solutions,Bali,Bali,Part-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Critical thinking,Ruby on Rails,CodeCraft,Bandung,Jawa Barat,Contract,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Attention to detail,Python,TechGenius,Jakarta,Jakarta Raya,Part-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Communication skills,Microsoft Office,Innovation Hub,Jakarta,Jakarta Raya,Full-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Leadership,JavaScript,InfoTech,Surabaya,Jawa Timur,Part-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Time management,HTML,Design Co.,Medan,Sumatera Utara,Full-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Adaptability,Java,AppSolutions,Bali,Bali,Part-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Critical thinking,PHP,Coding Solutions,Bandung,Jawa Barat,Contract,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Attention to detail,Python,InfoLab,Jakarta,Jakarta Raya,Part-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Communication skills,Microsoft Excel,TechHub,Jakarta,Jakarta Raya,Full-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Time management,HTML,Innovative Solutions,Medan,Sumatera Utara,Full-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Analytical skills,C++,DataGenius,Semarang,Jawa Tengah,Contract,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Adaptability,PHP,InfoSolutions,Bali,Bali,Part-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Critical thinking,Ruby on Rails,WebWorks,Bandung,Jawa Barat,Contract,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Attention to detail,Python,TechConnect,Jakarta,Jakarta Raya,Part-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Communication skills,Microsoft Office,Innovative Solutions,Jakarta,Jakarta Raya,Full-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Leadership,JavaScript,ByteTech,Surabaya,Jawa Timur,Part-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Time management,HTML,DesignSolutions,Medan,Sumatera Utara,Full-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Adaptability,Java,TechSolutions,Bali,Bali,Part-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Critical thinking,PHP,CodingTech,Bandung,Jawa Barat,Contract,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Attention to detail,Python,InfoTech,Jakarta,Jakarta Raya,Part-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Communication skills,Microsoft Excel,TechCo,Jakarta,Jakarta Raya,Full-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Time management,HTML,WebTech,Medan,Sumatera Utara,Full-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Analytical skills,C++,ByteBytes,Semarang,Jawa Tengah,Contract,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Adaptability,PHP,CodeGenius,Bali,Bali,Part-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Critical thinking,Ruby on Rails,InfoLab,Bandung,Jawa Barat,Contract,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Attention to detail,Python,ByteTech,Jakarta,Jakarta Raya,Part-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Communication skills,Microsoft Excel,Innovation Hub,Jakarta,Jakarta Raya,Full-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Time management,HTML,WebWorks,Medan,Sumatera Utara,Full-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Critical thinking,Ruby on Rails,WebCraft,Bandung,Jawa Barat,Contract,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Analytical skills,C++,ByteBytes,Semarang,Jawa Tengah,Full-time,Data Scientist,0,0,0,0,0,0,1,0,0
Mobility Impairment,Communication skills,Microsoft Excel,ABC Corporation,Jakarta,Jakarta Raya,Full-time,Data Analyst,0,0,0,0,0,1,0,0,0
Mobility Impairment,Leadership,Java,Acme Technologies,Surabaya,Jawa Timur,Part-time,IT Support Specialist,0,0,0,0,0,1,0,0,0
Mobility Impairment,Time management,HTML,Global Ventures,Medan,Sumatera Utara,Full-time,Web Designer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Analytical skills,C++,Innovate Systems,Semarang,Jawa Tengah,Contract,Software Tester,0,0,0,0,0,1,0,0,0
Mobility Impairment,Problem-solving,JavaScript,ByteBytes,Yogyakarta,Yogyakarta,Full-time,UX Designer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Collaboration,SQL,CyberTech,Surabaya,Jawa Timur,Full-time,Data Scientist,0,0,0,0,0,1,0,0,0
Mobility Impairment,Critical thinking,Ruby on Rails,CodeCraft,Bandung,Jawa Barat,Contract,Full-stack Developer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Attention to detail,Python,TechGenius,Jakarta,Jakarta Raya,Part-time,Data Engineer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Communication skills,Microsoft Office,Innovation Hub,Jakarta,Jakarta Raya,Full-time,Administrative Assistant,0,0,0,0,0,1,0,0,0
Mobility Impairment,Leadership,JavaScript,InfoTech,Surabaya,Jawa Timur,Part-time,Web Developer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Time management,HTML,Design Co.,Medan,Sumatera Utara,Full-time,Graphic Designer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Analytical skills,Python,DataTech,Semarang,Jawa Tengah,Contract,Data Scientist,0,0,0,0,0,1,0,0,0
Mobility Impairment,Problem-solving,UI/UX design,WebCraft,Yogyakarta,Yogyakarta,Full-time,UX Designer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Collaboration,SQL,TechWizards,Surabaya,Jawa Timur,Full-time,Data Analyst,0,0,0,0,0,1,0,0,0
Mobility Impairment,Critical thinking,PHP,Coding Solutions,Bandung,Jawa Barat,Contract,Full-stack Developer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Attention to detail,Python,InfoLab,Jakarta,Jakarta Raya,Part-time,Data Engineer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Communication skills,Microsoft Excel,TechHub,Jakarta,Jakarta Raya,Full-time,Administrative Assistant,0,0,0,0,0,1,0,0,0
Mobility Impairment,Leadership,Java,ByteTech,Surabaya,Jawa Timur,Part-time,IT Support Specialist,0,0,0,0,0,1,0,0,0
Mobility Impairment,Time management,HTML,Innovative Solutions,Medan,Sumatera Utara,Full-time,Web Designer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Analytical skills,C++,DataGenius,Semarang,Jawa Tengah,Contract,Software Tester,0,0,0,0,0,1,0,0,0
Mobility Impairment,Problem-solving,JavaScript,TechBytes,Yogyakarta,Yogyakarta,Full-time,UX Designer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Collaboration,SQL,TechGenie,Surabaya,Jawa Timur,Full-time,Data Scientist,0,0,0,0,0,1,0,0,0
Mobility Impairment,Critical thinking,Ruby on Rails,WebWorks,Bandung,Jawa Barat,Contract,Full-stack Developer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Attention to detail,Python,TechConnect,Jakarta,Jakarta Raya,Part-time,Data Engineer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Communication skills,Microsoft Office,Innovative Solutions,Jakarta,Jakarta Raya,Full-time,Administrative Assistant,0,0,0,0,0,1,0,0,0
Mobility Impairment,Leadership,JavaScript,ByteTech,Surabaya,Jawa Timur,Part-time,Web Developer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Time management,HTML,DesignSolutions,Medan,Sumatera Utara,Full-time,Graphic Designer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Analytical skills,Python,TechLab,Semarang,Jawa Tengah,Contract,Data Scientist,0,0,0,0,0,1,0,0,0
Mobility Impairment,Problem-solving,UI/UX design,CodeCraft,Yogyakarta,Yogyakarta,Full-time,UX Designer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Collaboration,SQL,DataBytes,Surabaya,Jawa Timur,Full-time,Data Analyst,0,0,0,0,0,1,0,0,0
Mobility Impairment,Critical thinking,PHP,CodingTech,Bandung,Jawa Barat,Contract,Full-stack Developer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Attention to detail,Python,InfoTech,Jakarta,Jakarta Raya,Part-time,Data Engineer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Communication skills,Microsoft Excel,TechCo,Jakarta,Jakarta Raya,Full-time,Administrative Assistant,0,0,0,0,0,1,0,0,0
Mobility Impairment,Leadership,Java,TechSolutions,Surabaya,Jawa Timur,Part-time,IT Support Specialist,0,0,0,0,0,1,0,0,0
Mobility Impairment,Time management,HTML,WebTech,Medan,Sumatera Utara,Full-time,Web Designer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Analytical skills,C++,ByteBytes,Semarang,Jawa Tengah,Contract,Software Tester,0,0,0,0,0,1,0,0,0
Mobility Impairment,Problem-solving,JavaScript,Innovate Systems,Yogyakarta,Yogyakarta,Full-time,UX Designer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Collaboration,SQL,TechSolutions,Surabaya,Jawa Timur,Full-time,Data Scientist,0,0,0,0,0,1,0,0,0
Mobility Impairment,Critical thinking,Ruby on Rails,InfoLab,Bandung,Jawa Barat,Contract,Full-stack Developer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Attention to detail,Python,ByteTech,Jakarta,Jakarta Raya,Part-time,Data Engineer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Communication skills,Microsoft Excel,Innovation Hub,Jakarta,Jakarta Raya,Full-time,Administrative Assistant,0,0,0,0,0,1,0,0,0
Mobility Impairment,Time management,HTML,WebWorks,Medan,Sumatera Utara,Full-time,Web Designer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Critical thinking,Ruby on Rails,WebCraft,Bandung,Jawa Barat,Contract,Full-stack Developer,0,0,0,0,0,1,0,0,0
Mobility Impairment,Analytical skills,C++,ByteBytes,Semarang,Jawa Tengah,Part-time,Contract,0,0,0,0,0,1,0,0,0
Mobility Impairment,Leadership,Java,Tech Solutions,Surabaya,Jawa Timur,Part-time,IT Support Specialist,0,0,0,0,0,1,0,0,0
Speech Impairment,Communication skills,Microsoft Excel,ABC Corporation,Jakarta,Jakarta Raya,Full-time,Data Analyst,0,0,0,0,0,0,1,0,0
Speech Impairment,Leadership,Java,Acme Technologies,Surabaya,Jawa Timur,Part-time,IT Support Specialist,0,0,0,0,0,0,1,0,0
Speech Impairment,Time management,HTML,Global Ventures,Medan,Sumatera Utara,Full-time,Web Designer,0,0,0,0,0,0,1,0,0
Speech Impairment,Analytical skills,C++,Innovate Systems,Semarang,Jawa Tengah,Contract,Software Tester,0,0,0,0,0,0,1,0,0
Speech Impairment,Problem-solving,JavaScript,ByteBytes,Yogyakarta,Yogyakarta,Full-time,UX Designer,0,0,0,0,0,0,1,0,0
Speech Impairment,Collaboration,SQL,CyberTech,Surabaya,Jawa Timur,Full-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Critical thinking,Ruby on Rails,CodeCraft,Bandung,Jawa Barat,Contract,Full-stack Developer,0,0,0,0,0,0,1,0,0
Speech Impairment,Attention to detail,Python,TechGenius,Jakarta,Jakarta Raya,Part-time,Data Engineer,0,0,0,0,0,0,1,0,0
Speech Impairment,Communication skills,Microsoft Office,Innovation Hub,Jakarta,Jakarta Raya,Full-time,Administrative Assistant,0,0,0,0,0,0,1,0,0
Speech Impairment,Leadership,JavaScript,InfoTech,Surabaya,Jawa Timur,Part-time,Web Developer,0,0,0,0,0,0,1,0,0
Speech Impairment,Time management,HTML,Design Co.,Medan,Sumatera Utara,Full-time,Graphic Designer,0,0,0,0,0,0,1,0,0
Speech Impairment,Analytical skills,Python,DataTech,Semarang,Jawa Tengah,Contract,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Problem-solving,UI/UX design,WebCraft,Yogyakarta,Yogyakarta,Full-time,UX Designer,0,0,0,0,0,0,1,0,0
Speech Impairment,Collaboration,SQL,TechWizards,Surabaya,Jawa Timur,Full-time,Data Analyst,0,0,0,0,0,0,1,0,0
Speech Impairment,Critical thinking,PHP,Coding Solutions,Bandung,Jawa Barat,Contract,Full-stack Developer,0,0,0,0,0,0,1,0,0
Speech Impairment,Attention to detail,Python,InfoLab,Jakarta,Jakarta Raya,Part-time,Data Engineer,0,0,0,0,0,0,1,0,0
Speech Impairment,Communication skills,Microsoft Excel,TechHub,Jakarta,Jakarta Raya,Full-time,Administrative Assistant,0,0,0,0,0,0,1,0,0
Speech Impairment,Leadership,Java,ByteTech,Surabaya,Jawa Timur,Part-time,IT Support Specialist,0,0,0,0,0,0,1,0,0
Speech Impairment,Time management,HTML,Innovative Solutions,Medan,Sumatera Utara,Full-time,Web Designer,0,0,0,0,0,0,1,0,0
Speech Impairment,Analytical skills,C++,DataGenius,Semarang,Jawa Tengah,Contract,Software Tester,0,0,0,0,0,0,1,0,0
Speech Impairment,Problem-solving,JavaScript,TechBytes,Yogyakarta,Yogyakarta,Full-time,UX Designer,0,0,0,0,0,0,1,0,0
Speech Impairment,Collaboration,SQL,TechGenie,Surabaya,Jawa Timur,Full-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Critical thinking,Ruby on Rails,WebWorks,Bandung,Jawa Barat,Contract,Full-stack Developer,0,0,0,0,0,0,1,0,0
Speech Impairment,Attention to detail,Python,TechConnect,Jakarta,Jakarta Raya,Part-time,Data Engineer,0,0,0,0,0,0,1,0,0
Speech Impairment,Communication skills,Microsoft Office,Innovative Solutions,Jakarta,Jakarta Raya,Full-time,Administrative Assistant,0,0,0,0,0,0,1,0,0
Speech Impairment,Leadership,JavaScript,ByteTech,Surabaya,Jawa Timur,Part-time,Web Developer,0,0,0,0,0,0,1,0,0
Speech Impairment,Time management,HTML,DesignSolutions,Medan,Sumatera Utara,Full-time,Graphic Designer,0,0,0,0,0,0,1,0,0
Speech Impairment,Analytical skills,Python,TechLab,Semarang,Jawa Tengah,Contract,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Problem-solving,UI/UX design,CodeCraft,Yogyakarta,Yogyakarta,Full-time,UX Designer,0,0,0,0,0,0,1,0,0
Speech Impairment,Collaboration,SQL,DataBytes,Surabaya,Jawa Timur,Full-time,Data Analyst,0,0,0,0,0,0,1,0,0
Speech Impairment,Critical thinking,PHP,CodingTech,Bandung,Jawa Barat,Contract,Full-stack Developer,0,0,0,0,0,0,1,0,0
Speech Impairment,Attention to detail,Python,InfoTech,Jakarta,Jakarta Raya,Part-time,Data Engineer,0,0,0,0,0,0,1,0,0
Speech Impairment,Communication skills,Microsoft Excel,TechCo,Jakarta,Jakarta Raya,Full-time,Administrative Assistant,0,0,0,0,0,0,1,0,0
Speech Impairment,Leadership,Java,TechSolutions,Surabaya,Jawa Timur,Part-time,IT Support Specialist,0,0,0,0,0,0,1,0,0
Speech Impairment,Time management,HTML,WebTech,Medan,Sumatera Utara,Full-time,Web Designer,0,0,0,0,0,0,1,0,0
Speech Impairment,Analytical skills,C++,ByteBytes,Semarang,Jawa Tengah,Contract,Software Tester,0,0,0,0,0,0,1,0,0
Speech Impairment,Problem-solving,JavaScript,Innovate Systems,Yogyakarta,Yogyakarta,Full-time,UX Designer,0,0,0,0,0,0,1,0,0
Speech Impairment,Collaboration,SQL,TechSolutions,Surabaya,Jawa Timur,Full-time,Data Scientist,0,0,0,0,0,0,1,0,0
Speech Impairment,Critical thinking,Ruby on Rails,InfoLab,Bandung,Jawa Barat,Contract,Full-stack Developer,0,0,0,0,0,0,1,0,0
Speech Impairment,Attention to detail,Python,ByteTech,Jakarta,Jakarta Raya,Part-time,Data Engineer,0,0,0,0,0,0,1,0,0
Speech Impairment,Communication skills,Microsoft Excel,Innovation Hub,Jakarta,Jakarta Raya,Full-time,Administrative Assistant,0,0,0,0,0,0,1,0,0
Speech Impairment,Time management,HTML,WebWorks,Medan,Sumatera Utara,Full-time,Web Designer,0,0,0,0,0,0,1,0,0
Speech Impairment,Critical thinking,Ruby on Rails,WebCraft,Bandung,Jawa Barat,Contract,Full-stack Developer,0,0,0,0,0,0,1,0,0
Speech Impairment,Analytical skills,C++,ByteBytes,Semarang,Jawa Tengah,Part-time,Contract,0,0,0,0,0,0,1,0,0
Speech Impairment,Leadership,Java,Tech Solutions,Surabaya,Jawa Timur,Part-time,IT Support Specialist,0,0,0,0,0,0,1,0,0
Neurodiversity (Autism Spectrum Disorder),Communication skills,Microsoft Excel,ABC Corporation,Jakarta,Jakarta Raya,Full-time,Data Analyst,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Leadership,Java,Acme Technologies,Surabaya,Jawa Timur,Part-time,IT Support Specialist,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Time management,HTML,Global Ventures,Medan,Sumatera Utara,Full-time,Web Designer,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Analytical skills,C++,Innovate Systems,Semarang,Jawa Tengah,Contract,Software Tester,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Problem-solving,JavaScript,ByteBytes,Yogyakarta,Yogyakarta,Full-time,UX Designer,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Collaboration,SQL,CyberTech,Surabaya,Jawa Timur,Full-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Critical thinking,Ruby on Rails,CodeCraft,Bandung,Jawa Barat,Contract,Full-stack Developer,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Attention to detail,Python,TechGenius,Jakarta,Jakarta Raya,Part-time,Data Engineer,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Communication skills,Microsoft Office,Innovation Hub,Jakarta,Jakarta Raya,Full-time,Administrative Assistant,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Leadership,JavaScript,InfoTech,Surabaya,Jawa Timur,Part-time,Web Developer,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Time management,HTML,Design Co.,Medan,Sumatera Utara,Full-time,Graphic Designer,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Analytical skills,Python,DataTech,Semarang,Jawa Tengah,Contract,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Problem-solving,UI/UX design,WebCraft,Yogyakarta,Yogyakarta,Full-time,UX Designer,0,0,0,0,1,0,0,0,0
Neurodiversity (Autism Spectrum Disorder),Collaboration,SQL,TechWizards,Surabaya,Jawa Timur,Full-time,Data Analyst,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Critical thinking,PHP,Coding Solutions,Bandung,Jawa Barat,Contract,Full-stack Developer,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Attention to detail,Python,InfoLab,Jakarta,Jakarta Raya,Part-time,Data Engineer,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Communication skills,Microsoft Excel,TechHub,Jakarta,Jakarta Raya,Full-time,Administrative Assistant,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Leadership,Java,ByteTech,Surabaya,Jawa Timur,Part-time,IT Support Specialist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Time management,HTML,Innovative Solutions,Medan,Sumatera Utara,Full-time,Web Designer,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Analytical skills,C++,DataGenius,Semarang,Jawa Tengah,Contract,Software Tester,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Problem-solving,JavaScript,TechBytes,Yogyakarta,Yogyakarta,Full-time,UX Designer,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Collaboration,SQL,TechGenie,Surabaya,Jawa Timur,Full-time,Data Scientist,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Critical thinking,Ruby on Rails,WebWorks,Bandung,Jawa Barat,Contract,Full-stack Developer,0,0,0,0,1,0,0,0,0
Neurodiversity (Attention Deficit Hyperactivity Disorder),Attention to detail,Python,TechConnect,Jakarta,Jakarta Raya,Part-time,Data Engineer,0,0,0,0,1,0,0,0,0
